Kumeresign,7 Days na lang. #PiliPinas2016 Debates na naman!!!
its_janabarbra,One of the top reasons why I admire Duterte. #PHVoteDuterte #PiliPinas2016 #knowyourcandidates https://t.co/VyBiKOmNGu
commander1611,#PHVoteBinay #PHVoteDuterte #PHVotePoe #PHVoteSantiago #phvoteroxas #PiliPinas2016
ericamaglalang,One last! Hehe #PHVoteBinay #PHVoteRoxas #PHVoteDuterte #PHVoteSantiago #PHVotePoe #PiliPinas2016
iamgibe,#PiliPinas2016
ceejeepoy,"Well, not for #Duterte2016 #PiliPinas2016  https://t.co/kp1YHHAUWS"
bianky143,#PiliPinas2016
hashtagJJV,#PiliPinas2016
jcdetorresjc,"@jcdetorresjc 

#PiliPinas2016"
tinavcabahug,Alams naaaaa. #dirtyelection #PiliPinas2016  https://t.co/BHD1EHw1DC
vvveniza,"Sa pag violate pa lang daan sa balaod, makabalo na ka kung kinsay angay butohan ug dili. #PiliPinas2016"
preciousrafanan,#PHVoteDuterte  #PHVoteBinay #PHVotePoe #PHVoteRoxas #PHVoteSantiago #PiliPinas2016
Ced18Official,#PiliPinas2016
guaniocrystelle,When's the next #PiliPinas2016 debate? #Eleksyon2016
IchBinGnade,#PiliPinas2016 sino kaya pipiliin kong presidente?
Kent4Miriam,Huhu! Amazing melody and MESSAGE! Watch this guys. #PiliPinas2016 https://t.co/cInFWLFkNH
SinongKEITH,"May Plano, di puro Pangako.

#PHVoteRoxas #PiliPinas2016ﾠ #MAR42016 https://t.co/kpIVC5CFOa"
Kent4Miriam,"I can't believe that the singers of the #PiliPinas2016 Election Jingle of Comelec are kids. Yay!

Guys, watch... https://t.co/dt65DXfwqR"
Jaime_Jr89,"Bangon Pilipinas
#PiliPinas2016 
#PHVoteDuterte https://t.co/eHFCpwu4Y3"
CatianAnita,@etienne_rulz @bunx13 #PiliPinas2016 ha ha ha it works. .Amazing lol
itsyvettefriend,#PiliPinas2016
coltzlauu,@dustinsilverio #PiliPinas2016 #PiliPinas #PHVoteBinay #PHVoteSantiago #PHVoteDuterte #PHVotePoe #PHVoteRoxas
makerann,"#PiliPinas2016
#PHVoteBinay 
#PHVoteDuterte 
#PHVoteSantiago 
#PHVotePoe 
#PHVoteRoxas 

Vote wisely <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD>"
anicolas15,#PiliPinas2016 #PHVoteDuterte
jayceeresma,"#PiliPinas2016 
#PHVoteDuterte 
#PHVoteBinay 
#PHVoteMiriam 
#PHVotePoe"
pandesel,PA-TRY DIN #PiliPinas2016 NOIIICE
ComelecSDN,Comelec Surigao del Norte's Oplan Tangkas #PiliPinas2016 #PHVote https://t.co/VYkkaFOOsO
BatchiFckngLuna,"ANO MATAAS PA RIN ANG RATING NI BINAY?! PANTAY SINA DUTERTE AT ROXAS?! ISANG MALAKING KABALBALAN 'YAN!

#PiliPinas2016"
hplssrmntcfrvr,"Hilarious! <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>
This #PiliPinas2016 Emoji for each Presidential Candidate is so freaking cute. Hahaha!

Keep tweeting #PHVoteDuterte <ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B8><U+0089>"
OneMapua,SURVEY: Sinong iboboto mong Presidente? https://t.co/I6OwJSwp0j https://t.co/XMJ7yYr4f4
SinongKEITH,"May Plano, di puro Pangako.

#PHVoteMar #PiliPinas2016 #MAR42016 https://t.co/LT5mfYXONX"
benizaking,@ge_la11 naa pa megs #PiliPinas2016
kikolubag,If you're into emojis: #Pilipinas2016 #PHVoteBinay #PHVoteDuterte #PHVotePoe #PHVoteRoxas #PHVoteSantiago
MischAustria,"#PiliPinas2016 
#PHVoteDuterte kyowt ni Duterte here"
Heyyabbeyxx,#PiliPinas2016
TBryan24_,"#PHVoteDuterte
#PHVoteSantiago #PiliPinas2016"
sprsxaleeza,#PHVoteBinayﾠ #PHVoteDuterteﾠ #PHVotePoeﾠ #PHVoteRoxasﾠ #PHVoteSantiago #PiliPinas2016
omgtriaily,#PHVoteBinayﾠ #PHVoteDuterteﾠ #PHVotePoeﾠ #PHVoteRoxasﾠ #PHVoteSantiago #PiliPinas2016
Roygasm,#PHVoteDuterte #PiliPinas2016  https://t.co/LBib4Tcdrv
JonamariePabon,"#PHVoteDuterte
#PHVoteBinay
#PHVotePoe
#PHVoteRoxas
#PHVoteSantiago
#Pilipinas2016"
jayrcastillo24,I genuinely feel sorry for the country. #PHVote #PHVoteRoxas #BilangPilipino #PiliPinas2016  https://t.co/sYuW5xu3Rx
Trukozner,"Vote wisely don't use your  head use your brain. Lets go for positive,say no  for negative <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B5><U+00B4><ed><U+00A0><U+00BD><ed><U+00B5><U+00B4>#PiliPinas2016"
PChanQuines,"#PHVoteBinayﾠ 
#PHVoteDuterteﾠ 
#PHVotePoeﾠ 
#PHVoteRoxasﾠ 
#PHVoteSantiagoﾠ 
#PiliPinas2016"
PChanQuines,"@PChanQuines 
#PiliPinas2016"
kjun1997,What can you do to make our country better apart from being upright voter? #PiliPinas2016
misterjpmanahan,"How cool is this: #PiliPinas2016 

May ganito pa... #juanvote 

#PHVoteBinayﾠ
#PHVoteDuterteﾠ
#PHVotePoeﾠ
#PHVoteRoxasﾠ 
#PHVoteSantiago"
eflegara,"Tweetin abt the 2016 PHL election? Use these hashtags.
#Pilipinas2016
#PHVoteRoxas
#PHVotePoe
#PHVoteBinay
#PHVoteDuterte
#PHVoteSantiago"
_caloracan,#PiliPinas2016
twitter_ph,"#PiliPinas2016 
Para sa inyo, dapat sino? (alphabetical):
#PHVoteBinay
#PHVoteDuterte
#PHVotePoe
#PHVoteRoxas 
#PHVoteSantiago"
paul_cabansag,#PiliPinas2016
nicolee_pulido,#PHVoteBinayﾠ #PHVoteRoxasﾠ #PHVoteDuterteﾠ #PHVoteSantiagoﾠ #PHVotePoeﾠ #PiliPinas2016ﾠthe emojis are so cute
joanagc_,Naks this is cool #PiliPinas2016  https://t.co/rTbpOmpbir
jesseilan,#PiliPinas2016
MartinitoLowell,#PHVoteDuterte #PiliPinas2016
_GwenFaller,"Kakyut <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

#PHVoteDuterte
#PHVoteRoxas 
#PHVoteBinay 
#PHVoteSantiago 
#PHVotePoe
#PiliPinas2016"
DJ_C0,"#PHVoteSantiago #PiliPinas2016 Because amongst all candidates she is the best bet to resolve most, if not all, issues of the nation. cont"
infinitedarlene,#PiliPinas2016
OneMapua,SURVEY: Sinong iboboto mo? #PHVoteBinay #PHVoteRoxas #PHVoteDuterte #PHVoteSantiago #PHVotePoe #PiliPinas2016 https://t.co/R09vfvmlN1
majiemagic,"#PiliPinas2016
 #PHVoteDuterte
 #PHVoteBinay 
#PHVotePoe 
#PHVoteSantiago 
#PHVoteRoxas"
yowcaryll_,#Pilipinas2016   #PHVoteDuterte
chiminylovato,@Senyora mas maigi na ang plastic kesa nangungupit ng pondo. Bwahahahaa #PiliPinas2016
chiminylovato,@Senyora @COMELEC magpasalamat ka kay @rapplerdotcom #PiliPinas2016 #PHVoteDuterte #PHVoteBinay #PHVotePoe #PHVoteSantiago #PHVoteRoxas
ella1rw1n,Sana may hashtag din na may emoji para sa mga VP candidates #PiliPinas2016  https://t.co/ABNonRBzW5
MLDimaangay,"Ihalal ang nararapat.Yung kaya kang ipagtanggol.#PiliPinas2016
#PiliPinas"
ayaguytea,"#PHVoteDuterte 
#PHVoteSantiago 
#PHVotePoe 
#PHVoteBinay 
#PHVoteRoxas 
#PiliPinas2016 

hahahaha ztoopfeed"
rubzonline,"Special Emojis for Each #PH Presidential Candidate!

#PHVoteDuterte 
#PHVoteRoxas 
#PHVoteBinay 
#PHVoteSantiago 
#PHVotePoe 
#PiliPinas2016"
BatchiFckngLuna,"""...Siya ang tumatayong pangulo ng bansa, hindi kinatawan ng Liberal Paty.""

(c) The Political Animal
#PiliPinas2016 https://t.co/p5Zej6t9Kz"
dianealexis_,#PHVoteDuterte #PHVotePoe #PHVoteBinay #PHVoteSantiago #PHVoteRoxas #PHVoteRobredo #PiliPinas #PiliPinas2016
cardiaoli,"#PHVoteBinay   
#PHVoteDuterte   
#PHVotePoe   
#PHVoteRoxas  
#PHVoteSantiago

#PiliPinas2016"
kimguarino03,#PiliPinas2016 #PHVoteDuterte
moseydoodle,#PiliPinas2016 #PHVoteDuterte
jonrcorpuz_,Change is coming. #PHVoteDuterte  #Pilipinas2016
marianokent,Great job @COMELEC! #PiliPinas2016 https://t.co/EWmEi5jIZo
vinchie_cebu,The dream result for #PiliPinas2016 is #Duterte2016 &amp; #Leni #Robredo. <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> #TunayNaPagbabago #DaangMatuwid #Mactan https://t.co/6NrBGvo0Y0
JetiHoti,"#PiliPinas2016 
#PHVoteSantiago 
#PHVoteSantiago 
#PHVoteSantiago 
#PHVoteSantiago 
#PHVoteSantiago 
#PHVoteSantiago 
#PHVoteSantiago"
doddskaaaaa_,#PiliPinas2016
johnreusi,"#PHVoteDuterte 
#PHVoteBinay 
#PHVotePoe  
#PHVoteRoxas
#PHVoteSantiago
#PHVoteBayaw<ed><U+00A0><U+00BD><ed><U+00B1><U+00A8><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>
#PiliPinas2016"
OneMapua,#PiliPinas2016: Do you know who youﾒre voting for? https://t.co/RAgiWPr3xS https://t.co/uQt06AQtnC
itscoleica,"#PiliPinas2016 
#PHVoteSantiago 
#PHVoteDuterte 
#PHVotePoe
#PHVoteBinay 
#PHVoteRoxas"
yshagabriel,"#PHVoteDuterte 
#PiliPinas2016  https://t.co/rIrFcV8iYA"
pinathbutter,"#PHVoteSantiago 
#PHVoteDuterte
#PHVotePoe
#PHVoteBinay 
#PHVoteRoxas
#PiliPinas2016 

wala lang omg ang cute ng emojis!!!!! :( :("
ElysiaSakura,#PiliPinas2016
OneMapua,"If the elections were held today, who would you vote for president? https://t.co/GJctkTWOD9 https://t.co/LI6ef3N5s2"
iKENNETHresist,#PiliPinas2016
Jj11321801,@MarengMiriam #PiliPinas2016 #PHVoteRoxas
rodenampatuan,woaaah may mga sariling emoji na ang candidates hahahaha #PiliPinas2016
rhyzabianca,#PHVoteDuterte #PiliPinas2016
wilfredgirator,"This is fun... 
#PHVoteDuterte 
#PHVoteRoxas 
#PHVoteBinay 
#PHVotePoe
#PHVoteSantiago 
#PiliPinas2016"
ktmntj,#PiliPinas2016 can't decide between #PHVoteDuterte &amp; #PHVoteSantiago
keenesquivias,"@neatonazuna tinay, look at this =) #PiliPinas2016 #PiliPinas https://t.co/c5tFotGTNw"
kawaiichiic,#PiliPinas2016
paulaaortizz,Educating myself on the issue about Pepsi Paloma then I came across these awakening lines #truth #PiliPinas2016 https://t.co/ZG6nB7eTKB
cindangz,"#8StreetBites #lafangPaMore hehe 
#VCM #PiliPinas2016 https://t.co/NXgbz7kkFv"
alfredjuanrueda,"#PHVoteSantiago or #PHVoteDuterte?
#PiliPinas2016"
mark_joseph0512,"Ipanalo ang Pamilyang PILIpino

#PHVoteDuterte #PiliPinas2016 #Halalan2016"
markasnan,"Malaki naman ang chance ni MAR manalo eh, manalo sa panduduga. #PiliPinas2016 #DaangMatuwid"
bcdluna,But wait there's more #PiliPinas2016 #PiliPinas <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD>
mellissafaye,"I support.<ed><U+00A0><U+00BD><ed><U+00B1><U+0087><U+2764>
#PHVoteDuterte 
#PiliPinas2016"
markasnan,#PHVoteSantiago #PiliPinas2016
whoreintheAM,"YASSS BITCH

#PiliPinas2016 
#PHVoteSantiago"
anagielxx,#PiliPinas2016ﾠ #PiliPinasﾠ #PHVoteDuterte  #PHVoteRoxas  #PHVoteBinay  #PHVotePoe  #PHVoteSantiago
Walkah_Walkah,"#TwitterElection Emojis Encourage Participation and Engagement in <U+200B>
#PiliPinas2016<U+200B> on Twitter @COMELEC @BalmsS https://t.co/F53SWNYvQB"
OneMapua,"If the elections were held today, who would you vote for president? https://t.co/L7zjXTnog7"
keiayem14,#PiliPinas2016
KssndrGrcRss,#PHVoteDuterte #PiliPinas2016  https://t.co/cdUKQnRC8y
isay_reyes,#PiliPinas2016
therealranthel,"#PHVotePoe 
#PHVoteSantiago
#PHVoteRoxas 
#PHVoteDuterte 
#PHVoteBinay 
#PiliPinas2016 

This is kewl. Ang bonggaaa! <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
BeaMadeleine,#PHVoteDuterte #PHVoteSantiago #Pilipinas2016
pranches,"After thorough research, I finally got 7/12 senatorial candidates to vote for <ed><U+00A0><U+00BD><ed><U+00B8><U+00AC> #WiseVoting #PiliPinas2016"
marvelousg4,"#Pilipinas2016 
A. #PHVoteSantiagoﾠ
B. #PHVotePoeﾠ
C. #PHVoteDuterteﾠ
D. #PHVoteBinay"
jmflorante,Winning the fight would be an achievement. Winning the race is another. #PHVote2016 #Eleksyon2016 #PiliPinas2016  https://t.co/CSO0q5GY9E
naitsirks,#PiliPinas2016
queenaudreyjane,#IpanaloAngPamilyangPilipino #PiliPinas2016
marktflo,"Sang-ayon ako dito.

#PiliPinas2016 
#PiliPinasDebates2016 https://t.co/DdAqz556Nr"
ljabadinas,Ipanalo ang Pamilyang Pilipino! <U+266B><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD> #Halalan2016 #PiliPinas2016
RynWrrn,Ipanalo ang pamilyang Pilipino. #PHVoteSantiago OR #PHVoteDuterte #Pilipinas2016
jaiunkabogable,"ABS-CBN's Summer SID 2016! <ed><U+00A0><U+00BD><ed><U+00B1><U+008F>

#IpanaloAngPamilyangPilipino
#PiliPinas2016"
TinLicudine10,Cute!!!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008D> @TwitterPH  #PiliPinas2016  #PHVoteRoxas #PHVoteSantiago #PHVotePoe #PHVoteBinay #PHVoteDuterte
ljabadinas,Ipanalo ang Pamilyang Pilipino! <U+266B><ed><U+00AE><U+00BA><ed><U+00BE><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00AE><U+00B9><ed><U+00B3><U+00A5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD> #Halalan2016 #PiliPinas2016
jonlfns,"Ipanalo ang pamilyang Pilipino. <ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>

Ganda ng station ID ng ABSCBN this #PiliPinas2016 

<ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>"
keenesquivias,#nowplaying Various Artists - Ipanalo ang Pamilyang Pilipino =) TBH yan ang station ID ng ABS-CBN ngayong summer :O About #PiliPinas2016
HelloCes,"Testing testing #PiliPinas2016 
#PHVoteSantiago 
#PHVoteDuterte
#PHVotePoe   
#PHVoteBinay"
JadeCleofe,#PiliPinas2016
miggyvineza28,#PHVoteDuterte #PiliPinas2016
miggyvineza28,du30 for pres! #PiliPinas2016
keenesquivias,"Testing!!! =)
#PiliPinas
#PiliPinas2016
#PHVoteBinay
#PHVoteDuterte
#PHVotePoe
#PHVoteRoxas
#PHVoteSantiago"
Nowaaan,cutie may emoji #PiliPinas2016
HansVillablanca,#PHVotePoe all the way! #PiliPinas2016
Nowaaan,#PHVotePoe #PiliPinas2016
eflegara,#PiliPinas2016 https://t.co/91qRlxtG3r
Nowaaan,#PHVoteSantiago #PiliPinas2016
keenesquivias,#LRT Nice naman @COMELEC =) #PHVoteSantiago #PiliPinas2016 #PiliPinas
bryankurtm,#PiliPinas2016 #PHVoteDuterte
philomathspirit,#PiliPinas2016 #PHVoteSantiago
paoloplopenio,"Good evening everyone..
#PiliPinas2016 
#PHVoteBinay 
#PHVoteRoxas 
#PHVoteSantiago 
#PHVoteDuterte"
Nowaaan,#PHVoteDuterte #PiliPinas2016
keenesquivias,May TV ad na ulit si Duterte :O #nowwatching TV Patrol (ABS-CBN) =) #PiliPinas2016 #PiliPinas
nicsgirlie,"#PHVoteDuterte 
#PiliPinas2016"
sweetchiqchel,I still can't believe Manny Pacquiao is in the Top 12 of Senatorial Polls! C'mon people! You seriously want him as Senator? #PiliPinas2016
jasminelshaa,This is so nice! #PiliPinas2016 I go for #PHVoteDuterte
radconteur,ang aztug #PiliPinas2016
rdlmls,I can't get enough of these emojis #PHVotePoe #PHVoteDuterte #PHVoteRoxas #PHVoteBinay #PHVoteSantiago Very bright @COMELEC #PiliPinas2016
YvetteDucut,"#PHVoteBinayﾠﾠ 
#PHVoteDuterteﾠﾠ 
#PHVotePoeﾠﾠ 
#PHVoteRoxasﾠﾠ
#PHVoteSantiago
#PHVoteBayaw<ed><U+00A0><U+00BD><ed><U+00B1><U+00A8><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>
#PiliPinas2016 

@junsabayton"
HaneVIImBee,#PiliPinas2016
TonyyyL,"#Pilipinas2016
#PHVoteSantiago 
#PHVoteDuterte 
#PHVotePoe"
DarrylLimpin,#PiliPinas2016 #PHVoteSantiago
paronekristine,#PHVoteDuterte #PHVoteSantiago #PHVotePoe #PHVoteBinay #PHVoteRoxas #PiliPinas2016
jeremhm,"#PiliPinas2016 
#PHVoteDuterte"
reelph,#PHVoteDuterte #PiliPinas2016
SharjahAlDub,@TwitterPH Try ko nga #PHVoteDuterte #PHVoteSantiago #PHVotePoe #PHVoteBinay #PHVoteRoxas #Pilipinas2016
iibkaren,#PiliPinas2016
ALTER_ENZO,#PiliPinas2016 #PHVoteSantiago
PHINews1,.@ChairAndyBau launches #PiliPinas2016 emoji aimed to inspire engagement on Twitter. | via @COMELEC https://t.co/XOwcNXk3jH
strpnc,Ay mali #PiliPinas2016
iamceciile,cute emojis!! #PiliPinas2016  https://t.co/4wUUOonh8a
_asdfghjKorina,#PHVoteDuterte #PiliPinas2016 <U+2661>
dannlovestaylor,"#PHVoteDuterte #PHVoteBinay #PHVoteRoxas #PHVoteSantiago #PHVotePoe #PiliPinas2016 

SOOOOO COOL"
DANgerous_05,"#PiliPinas2016 

#PHVoteDuterte
#PHVoteSantiago
#PHVotePoe
#PHVoteRoxas
#PHVoteBinay 

Mahusay palakpakan ang gumawa ng mga emoji na ito <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F>"
Donya_Nidora,"Lahat ay nagbabago. Pero tandaan mga apo, hindi lahat ng pagbabago ay mabuti. #PiliPinas2016"
linePotz,"ANG BABAIT NG MGA TUMATAKBONG PULITIKO NA TO...SINO KAYA ANG DI PLASTIK...
#PiliPinas2016"
HashtagRonald,#PiliPinas2016 #PHVoteVictoria<ed><U+00A0><U+00BD><ed><U+00B1><U+00A8>
primpaypon,"We love the emoticon, @@RaoPratiksha @jabjimenez @twitter @BalmsS! #PiliPinas2016"
beargsy,#Pilipinas2016ﾠ #PHVoteBinay #PHVoteDuterteﾠ #PHVotePoe  #PHVoteRoxas  #PHVoteSantiago
francolouietm,no love for #PHVoteSe�eres? #hipsterpick #PiliPinas2016
Chaodare,"#PHVoteDuterte 
#PHVoteSantiago 
#PiliPinas2016"
ryanoverland,There's nothing else I can say. #PHVoteDuterte #PiliPinas2016
Tmyros,We want Duterte. #Pilipinas2016 #PHVoteDuterte
baemyharry,"OPEN YOUR MIND PH.
VOTE WISELY

#PHVoteDuterteﾠ
#PHVoteRoxasﾠ 
#PHVoteBinayﾠ 
#PHVoteSantiagoﾠ 
#PHVotePoeﾠ
#PiliPinas2016"
choijaninexxv,#PHVoteDuterte #PiliPinas2016
GOBuenavista,Public servants have limited time to do so much. Transition is crucial. Continuity is important. #PiliPinas2016 #TodayIs4MAR #PHVoteRoxas
radikalchick,#MarWithAPlan to side with investors over raising workersﾒ wages. ﾗ https://t.co/ejnwJ2etFb #Eleksyon2016 #Elitista #PiliPinas2016
baaashedTed,"Pag naging presidente si Binay, ipupush ko na ang pag-aabroad. <ed><U+00A0><U+00BD><ed><U+00B1><U+008E> #PiliPinas2016"
KrsUlrchCzn,"#PiliPinas2016 
#PHVoteDuterte 
#PHVoteSantiago"
adriannehoncada,@PhilippineStar i like grace poe #PHVotePoe #PiliPinas2016
talplacidomaver,"#PHVoteBinay
#PHVoteDuterte 
#PHVotePoe 
#PHVoteRoxas
#PHVoteSantiago 
#PiliPinas2016"
thesingingLayne,"We should vote wisely. 
#PiliPinas2016"
GPS_Tracker1,"Exercise your right to suffrage
#Pilipinas2016 
#PHVoteBinay
#PHVoteDuterte
#PHVotePoe
#PHVoteRoxas
#PHVoteSantiago https://t.co/2C27sLr3a7"
marixxjohn,"#PHVoteDuterteﾠ 
#PHVoteRoxasﾠ 
#PHVoteBinayﾠ 
#PHVoteSantiagoﾠ 
#PHVotePoeﾠ 

#PiliPinas2016

naks!"
naydCo,#PiliPinas2016  #PHVoteDuterte
CobieKlayOoh,#PiliPinas2016 #PHVoteDuterte  https://t.co/ZEmEL0fv8F
arjaycl,"#PiliPinas2016 #PHVoteDuterte 
Woah ang cool nito. Haha."
Cabsssssss,#PiliPinas2016
aubreyygonzal,"Waah cutee emojis 

#PHVoteDuterteﾠ
#PHVoteRoxasﾠ 
#PHVoteBinayﾠ 
#PHVoteSantiagoﾠ 
#PHVotePoeﾠ
#PiliPinas2016"
euph0ria21,#PiliPinas2016
jelamazing,#PiliPinas2016
eulameilabordo,"#Pilipinas2016ﾠ 
#PHVoteBinayﾠ
#PHVoteDuterteﾠ
#PHVotePoeﾠ
#PHVoteRoxasﾠ
#PHVoteSantiago"
ranzellepengson,#PHVoteSantiago #PiliPinas2016
bautistaphia_,#PiliPinas2016
HeyMoxy,#PiliPinas2016
miMICHIEto_,#Pilipinas2016
chloexlopez,#PiliPinas2016 #PHVoteDuterte
ehyndee,"#PHVoteSantiago 
#PHVoteDuterte 
#PHVotePoe 
#PHVoteRoxas 
#PHVoteBinay
#PiliPinas2016"
ImRyeMacalatan,Nanay supports DUTERTE-CAYETANO! #Duterte2016 #DuterteNaAko #DuterteCayetano #DuCay #PiliPinas2016ﾠ#PHVoteDuterte https://t.co/QXLNMK347t
princeysaaa,#PiliPinas2016
JalleziaSurio,#PiliPinas2016 <ed><U+00A0><U+00BD><ed><U+00B0><U+00BB>
jolliedcats,"#PiliPinas2016
#PHVoteSantiago 
#PHVoteDuterte 
#PHVotePoe 
Sino na 'yung iba? <ed><U+00A0><U+00BD><ed><U+00B8><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BE><ed><U+00B6><U+0084>"
felyntheblanks,"#PiliPinas2016 
#PHVoteBinay 
#PHVoteDuterte 
#phvotepoe 
#PHVoteRoxas 
#PHVoteSantiago 
Winner ang mala-minion nga mar <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F>"
SkinnyBank,#PiliPinas2016
naughtyangelo,#PHVoteDuterte #PiliPinas2016
juzellejavier,"Para sa pagbabago! #PiliPinas2016 
#PHVoteDuterte"
jssavage_,"Lets summarize the 2016 elections in 3 words: ""CHANGE is COMING."" 

#PHVoteDuterte  
#PiliPinas2016"
iamroxydale,"Katuwa naman yung mga emoji!! :)) 

#PHVoteDuterte 
#PHVoteRoxas 
#PHVoteBinay 
#PHVoteSantiago 
#PHVotePoe 

#PiliPinas2016"
pinoy_shade,Iboboto ko ang Presidente na iuunang solusyonan ang Problema ng kanyang BANSA kesa Problema ng kanyang BULSA. #PHVoteDuterte #PiliPinas2016
UMakConfessions,"#Pilipinas2016ﾠ 
#PHVoteBinayﾠ
#PHVoteDuterteﾠ
#PHVotePoeﾠ
#PHVoteRoxasﾠ
#PHVoteSantiago"
gurteyyy,#PiliPinas2016  #PHVoteDuterte  #PHVoteBinay  #PHVoteRoxas  #PHVotePoe  #PHVoteSantiago    their emojis are too cute <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
MargieMirandaaa,Cool <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> #PiliPinas2016 #PHVoteSantiago https://t.co/4Mecs9c6Mf
soohyun_nelson,#PiliPinas2016
08CrusaderJG,#PiliPinas2016  https://t.co/7uK33kVbyp
itsmarygracia,#PHVoteBinay #PHVoteRoxas #PHVotePoe #PHVoteSantiago #PHVoteDuterte #PiliPinas2016 and my vote goes to <ed><U+00A0><U+00BD><ed><U+00B1><U+0086>
dropdeadgorjas,"#Pilipinas2016 
#PHVoteBinay
#PHVoteDuterte
#PHVotePoe
#PHVoteRoxas
#PHVoteSantiago

so cool"
marrionverdida,"COOL NITO <ed><U+00A0><U+00BD><ed><U+00B8><U+00B2>

#Pilipinas2016 
#PHVoteBinay
#PHVoteDuterte
#PHVotePoe
#PHVoteRoxas
#PHVoteSantiago"
jabjimenez,Let me ask the organizer #PiliPinas2016 :) https://t.co/x4DI1HoGkI
marrionverdida,"Kaya palaaaa!
COOL <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> #PiliPinas2016  https://t.co/143asV4AYR"
pauljohniee,"Sa Makati ako boboto ngayong #PiliPinas2016 sigurado na ko na si:
#PHVoteDuterte ang presidente
Cayetano ang VP
Kid Pe�a ang Mayor!"
drxic,#PiliPinas2016
Eseng_pogee,#PiliPinas2016 #PHVoteDuterte #Duterte2016 #dutertecayetano go go go.. mananalo ka..
wethepvblic,Who's got your vote? #PiliPinas2016 #PHVote https://t.co/fLEckxhF5f https://t.co/aWuEXvbXkz
workit06,"@senmiriam #Pilipinas2016
#PHVoteSantiago"
itsqueenbae,#PiliPinas2016 #PHVoteDuterte
tyronetj,"#PHVoteDuterte 
#PiliPinas2016"
masarapnaGRahAM,#PiliPinas2016
alymazingxx,Just gonna try these hashtags: #PiliPinas2016 #PHVoteRoxas #PHVoteDuterte #PHVoteSantiago #PHVotePoe (not gonna try Binay LOL)
itsMGgarin,"ANG CUTE HAHAHAHA <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

#PHVoteDuterte
#PHVoteRoxas 
#PHVoteBinay 
#PHVoteSantiago 
#PHVotePoe
#PiliPinas2016"
cruzclaire_,"#PHVoteBinayﾠ 
#PHVoteRoxasﾠ 
#PHVoteDuterteﾠ 
#PHVoteSantiagoﾠ 
#PiliPinas2016ﾠ

ALIW SA MGA HASHTAGS AT EMOJIS HAHAHAHAHAHA"
